"first_level_code"|"first_level"|"second_level_code"|"second_level"|"third_level_code"|"third_level"|"source"|"v_sqkm"|"r_sqkm"|"old_first_level_code"|"geom"
40147|"Red River freshwater swamp forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"|"10705.9060711038"|"10705.9596185817"|40147|NULL
40148|"South China Sea Islands"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"|"2.94878779687718"|"2.92700612738646"|40148|NULL
40149|"South China-Vietnam subtropical evergreen forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"|"222076.3531573"|"222080.106772102"|40149|NULL
40150|"South Western Ghats moist deciduous forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"|"23675.7127141728"|"23675.6531994872"|40150|NULL
40151|"South Western Ghats montane rain forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"|"22545.080861918"|"22545.1028634357"|40151|NULL
40152|"Southern Annamites montane rain forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"|"46308.2974476235"|"46307.9601537838"|40152|NULL
40153|"Southwest Borneo freshwater swamp forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"|"36548.6100451553"|"36548.4822859663"|40153|NULL
40154|"Sri Lanka lowland rain forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"|"12494.7268013639"|"12494.7555255036"|40154|NULL
40155|"Sri Lanka montane rain forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"|"3065.68511035224"|"3065.6652261045"|40155|NULL
40156|"Sulu Archipelago rain forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"|"2161.77466644647"|"2161.88949853064"|40156|NULL
40157|"Sumatran freshwater swamp forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"|"17914.3864110677"|"17913.9407464967"|40157|NULL
40158|"Sumatran lowland rain forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"|"257035.759670387"|"257037.730194147"|40158|NULL
40159|"Sumatran montane rain forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"|"72617.8325194346"|"72617.8397650861"|40159|NULL
40160|"Sumatran peat swamp forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"|"86965.5909975951"|"86965.7505761924"|40160|NULL
40161|"Sundaland heath forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"|"76044.3328920196"|"76044.4137564919"|40161|NULL
40162|"Sundarbans freshwater swamp forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"|"14482.5951450911"|"14482.6794036097"|40162|NULL
40163|"Tenasserim-South Thailand semi-evergreen rain forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"|"96517.4058441312"|"96517.9998101722"|40163|NULL
40164|"Tonle Sap freshwater swamp forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"|"25699.3698500579"|"25699.1359873797"|40164|NULL
40165|"Tonle Sap-Mekong peat swamp forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"|"29226.4786105939"|"29226.5249294881"|40165|NULL
40166|"Upper Gangetic Plains moist deciduous forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"|"262642.53995201"|"262642.409255657"|40166|NULL
40167|"Western Java montane rain forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"|"26170.9512517514"|"26170.4190031291"|40167|NULL
40168|"Western Java rain forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"|"41283.6608938555"|"41284.9502802833"|40168|NULL
40169|"Hainan Island monsoon rain forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"|"15486.2207938506"|"15486.2505271751"|40169|NULL
40170|"Nansei Islands subtropical evergreen forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"|"3649.45489158274"|"3649.83153475482"|40170|NULL
40171|"South Taiwan monsoon rain forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"|"2502.66483713285"|"2502.71068874927"|40171|NULL
40172|"Taiwan subtropical evergreen forests"|1|"Tropical & Subtropical Moist Broadleaf Forests"|4|"IndoMalay"|"teow"|"32938.769115184"|"32939.1222248232"|40172|NULL
40201|"Central Deccan Plateau dry deciduous forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|4|"IndoMalay"|"teow"|"239408.668762222"|"239407.136041521"|40201|NULL
40202|"Central Indochina dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|4|"IndoMalay"|"teow"|"318934.101965801"|"318934.250200746"|40202|NULL
40203|"Chhota-Nagpur dry deciduous forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|4|"IndoMalay"|"teow"|"122134.332662645"|"122133.885117993"|40203|NULL
40204|"East Deccan dry-evergreen forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|4|"IndoMalay"|"teow"|"25280.9298816824"|"25280.2132007278"|40204|NULL
40205|"Irrawaddy dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|4|"IndoMalay"|"teow"|"34987.3851002856"|"34987.1786082343"|40205|NULL
40206|"Khathiar-Gir dry deciduous forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|4|"IndoMalay"|"teow"|"266129.613943422"|"266129.702681905"|40206|NULL
40207|"Narmada Valley dry deciduous forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|4|"IndoMalay"|"teow"|"169457.114733244"|"169458.166604062"|40207|NULL
40208|"Northern dry deciduous forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|4|"IndoMalay"|"teow"|"58154.1542838019"|"58154.0745757776"|40208|NULL
40209|"South Deccan Plateau dry deciduous forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|4|"IndoMalay"|"teow"|"81925.4582474219"|"81925.4460903042"|40209|NULL
40210|"Southeastern Indochina dry evergreen forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|4|"IndoMalay"|"teow"|"123784.007907784"|"123784.083328208"|40210|NULL
40211|"Southern Vietnam lowland dry forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|4|"IndoMalay"|"teow"|"34639.1552589216"|"34639.9954867234"|40211|NULL
40212|"Sri Lanka dry-zone dry evergreen forests"|2|"Tropical & Subtropical Dry Broadleaf Forests"|4|"IndoMalay"|"teow"|"47950.8862301204"|"47950.6401184242"|40212|NULL
40301|"Himalayan subtropical pine forests"|3|"Tropical & Subtropical Coniferous Forests"|4|"IndoMalay"|"teow"|"76125.5303636217"|"76125.5929254505"|40301|NULL
40302|"Luzon tropical pine forests"|3|"Tropical & Subtropical Coniferous Forests"|4|"IndoMalay"|"teow"|"7052.43926742168"|"7052.35688766362"|40302|NULL
40303|"Northeast India-Myanmar pine forests"|3|"Tropical & Subtropical Coniferous Forests"|4|"IndoMalay"|"teow"|"9685.54297346535"|"9685.5094368555"|40303|NULL
40304|"Sumatran tropical pine forests"|3|"Tropical & Subtropical Coniferous Forests"|4|"IndoMalay"|"teow"|"2748.01918691465"|"2748.03766867765"|40304|NULL
40401|"Eastern Himalayan broadleaf forests"|4|"Temperate Broadleaf & Mixed Forests"|4|"IndoMalay"|"teow"|"82915.4256402936"|"82916.0054887092"|40401|NULL
40402|"Northern Triangle temperate forests"|4|"Temperate Broadleaf & Mixed Forests"|4|"IndoMalay"|"teow"|"10708.5346695292"|"10708.2899214442"|40402|NULL
40403|"Western Himalayan broadleaf forests"|4|"Temperate Broadleaf & Mixed Forests"|4|"IndoMalay"|"teow"|"55824.844978266"|"55824.8082629475"|40403|NULL
40501|"Eastern Himalayan subalpine conifer forests"|5|"Temperate Conifer Forests"|4|"IndoMalay"|"teow"|"27435.852616667"|"27435.9080612971"|40501|NULL
40502|"Western Himalayan subalpine conifer forests"|5|"Temperate Conifer Forests"|4|"IndoMalay"|"teow"|"39649.9518970402"|"39650.002622045"|40502|NULL
40701|"Terai-Duar savanna and grasslands"|7|"Tropical & Subtropical Grasslands, Savannas & Shrublands"|4|"IndoMalay"|"teow"|"34518.4353327046"|"34522.6175521318"|40701|NULL
40901|"Rann of Kutch seasonal salt marsh"|9|"Flooded Grasslands & Savannas"|4|"IndoMalay"|"teow"|"27511.7754618975"|"27511.7106654823"|40901|NULL
41001|"Kinabalu montane alpine meadows"|10|"Montane Grasslands & Shrublands"|4|"IndoMalay"|"teow"|"4320.0503536915"|"4320.12143981454"|41001|NULL
41301|"Deccan thorn scrub forests"|13|"Deserts & Xeric Shrublands"|4|"IndoMalay"|"teow"|"338574.885417813"|"338575.269940178"|41301|NULL
41302|"Indus Valley desert"|13|"Deserts & Xeric Shrublands"|4|"IndoMalay"|"teow"|"19479.3844546356"|"19479.4017152547"|41302|NULL
41303|"Northwestern thorn scrub forests"|13|"Deserts & Xeric Shrublands"|4|"IndoMalay"|"teow"|"487205.98247357"|"487206.503861716"|41303|NULL
41304|"Thar desert"|13|"Deserts & Xeric Shrublands"|4|"IndoMalay"|"teow"|"238253.783279554"|"238253.719931756"|41304|NULL
41401|"Goadavari-Krishna mangroves"|14|"Mangroves"|4|"IndoMalay"|"teow"|"6706.98871248306"|"6706.73821406169"|41401|NULL
41402|"Indochina mangroves"|14|"Mangroves"|4|"IndoMalay"|"teow"|"25991.1825548653"|"25993.7430213468"|41402|NULL
41403|"Indus River Delta-Arabian Sea mangroves"|14|"Mangroves"|4|"IndoMalay"|"teow"|"5444.11467822187"|"5444.54720547353"|41403|NULL
41404|"Myanmar Coast mangroves"|14|"Mangroves"|4|"IndoMalay"|"teow"|"20261.3136357649"|"20263.5899137239"|41404|NULL
41405|"Sunda Shelf mangroves"|14|"Mangroves"|4|"IndoMalay"|"teow"|"35196.848306974"|"35197.7637670765"|41405|NULL
41406|"Sundarbans mangroves"|14|"Mangroves"|4|"IndoMalay"|"teow"|"19296.934587997"|"19297.0260804622"|41406|NULL
50201|"Sonoran-Sinaloan transition subtropical dry forest"|2|"Tropical & Subtropical Dry Broadleaf Forests"|5|"Nearctic"|"teow"|"50644.7517117757"|"50644.9571742741"|50201|NULL
50301|"Bermuda subtropical conifer forests"|3|"Tropical & Subtropical Coniferous Forests"|5|"Nearctic"|"teow"|"27.1590884444467"|"27.1211850543497"|50301|NULL
50302|"Sierra Madre Occidental pine-oak forests"|3|"Tropical & Subtropical Coniferous Forests"|5|"Nearctic"|"teow"|"222333.98533169"|"222333.814071391"|50302|NULL
50303|"Sierra Madre Oriental pine-oak forests"|3|"Tropical & Subtropical Coniferous Forests"|5|"Nearctic"|"teow"|"65496.3954986857"|"65496.2847924775"|50303|NULL
50401|"Allegheny Highlands forests"|4|"Temperate Broadleaf & Mixed Forests"|5|"Nearctic"|"teow"|"84010.8957733159"|"84010.8456888802"|50401|NULL
50402|"Appalachian mixed mesophytic forests"|4|"Temperate Broadleaf & Mixed Forests"|5|"Nearctic"|"teow"|"192263.360251403"|"192263.587613896"|50402|NULL
50403|"Appalachian-Blue Ridge forests"|4|"Temperate Broadleaf & Mixed Forests"|5|"Nearctic"|"teow"|"159342.535814732"|"159342.600864642"|50403|NULL
50404|"Central U.S. hardwood forests"|4|"Temperate Broadleaf & Mixed Forests"|5|"Nearctic"|"teow"|"296135.268387596"|"296135.380061179"|50404|NULL
50405|"East Central Texas forests"|4|"Temperate Broadleaf & Mixed Forests"|5|"Nearctic"|"teow"|"52583.1450255738"|"52583.203873904"|50405|NULL
50406|"Eastern forest-boreal transition"|4|"Temperate Broadleaf & Mixed Forests"|5|"Nearctic"|"teow"|"348527.4225877"|"348527.421609072"|50406|NULL
50407|"Eastern Great Lakes lowland forests"|4|"Temperate Broadleaf & Mixed Forests"|5|"Nearctic"|"teow"|"116632.32472396"|"116632.572327708"|50407|NULL
50408|"Gulf of St. Lawrence lowland forests"|4|"Temperate Broadleaf & Mixed Forests"|5|"Nearctic"|"teow"|"39017.9749198382"|"39018.4414934545"|50408|NULL
50409|"Mississippi lowland forests"|4|"Temperate Broadleaf & Mixed Forests"|5|"Nearctic"|"teow"|"112006.425990559"|"112006.333809952"|50409|NULL
50410|"New England-Acadian forests"|4|"Temperate Broadleaf & Mixed Forests"|5|"Nearctic"|"teow"|"236116.290293959"|"236117.935093561"|50410|NULL
50411|"Northeastern coastal forests"|4|"Temperate Broadleaf & Mixed Forests"|5|"Nearctic"|"teow"|"88871.0131634479"|"88871.0423975532"|50411|NULL
50412|"Ozark Mountain forests"|4|"Temperate Broadleaf & Mixed Forests"|5|"Nearctic"|"teow"|"62008.3484971405"|"62008.2443810597"|50412|NULL
50413|"Southeastern mixed forests"|4|"Temperate Broadleaf & Mixed Forests"|5|"Nearctic"|"teow"|"347537.036257289"|"347537.653610504"|50413|NULL
50414|"Southern Great Lakes forests"|4|"Temperate Broadleaf & Mixed Forests"|5|"Nearctic"|"teow"|"244828.110210565"|"244828.137537159"|50414|NULL
50415|"Upper Midwest forest-savanna transition"|4|"Temperate Broadleaf & Mixed Forests"|5|"Nearctic"|"teow"|"166476.717615893"|"166476.715967607"|50415|NULL
50416|"Western Great Lakes forests"|4|"Temperate Broadleaf & Mixed Forests"|5|"Nearctic"|"teow"|"274721.325316218"|"274721.302984107"|50416|NULL
50417|"Willamette Valley forests"|4|"Temperate Broadleaf & Mixed Forests"|5|"Nearctic"|"teow"|"14883.0225863745"|"14882.9911963828"|50417|NULL
50501|"Alberta Mountain forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"|"39932.6049023252"|"39932.6020669435"|50501|NULL
50502|"Alberta-British Columbia foothills forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"|"121016.928305631"|"121016.767037832"|50502|NULL
50503|"Arizona Mountains forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"|"109051.721476739"|"109051.901159585"|50503|NULL
50504|"Atlantic coastal pine barrens"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"|"8698.76839979319"|"8699.04879680872"|50504|NULL
50505|"Blue Mountains forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"|"64844.1650259789"|"64844.0600931418"|50505|NULL
50506|"British Columbia mainland coastal forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"|"136955.0818355"|"136959.932269467"|50506|NULL
50507|"Cascade Mountains leeward forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"|"46451.415253346"|"46451.4322889632"|50507|NULL
50508|"Central and Southern Cascades forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"|"44950.2797936674"|"44950.2374855939"|50508|NULL
50509|"Central British Columbia Mountain forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"|"72089.9104680145"|"72089.9411630836"|50509|NULL
50510|"Central Pacific coastal forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"|"73400.3551513371"|"73402.3429264409"|50510|NULL
50511|"Colorado Rockies forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"|"132840.820860487"|"132840.807985781"|50511|NULL
50512|"Eastern Cascades forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"|"55298.7173884935"|"55298.767562237"|50512|NULL
50513|"Florida sand pine scrub"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"|"3871.29534140337"|"3871.28686227752"|50513|NULL
50514|"Fraser Plateau and Basin complex"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"|"137635.853705509"|"137635.780978228"|50514|NULL
50515|"Great Basin montane forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"|"5788.19962976146"|"5788.07081098967"|50515|NULL
50516|"Klamath-Siskiyou forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"|"50369.6051666682"|"50369.8583059781"|50516|NULL
50517|"Middle Atlantic coastal forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"|"132385.868151272"|"132386.012455894"|50517|NULL
50518|"North Central Rockies forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"|"246513.310611578"|"246514.278799876"|50518|NULL
50519|"Northern California coastal forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"|"13267.2995020444"|"13267.0857770515"|50519|NULL
50520|"Northern Pacific coastal forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"|"59445.4233512456"|"59450.5370091106"|50520|NULL
50521|"Northern transitional alpine forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"|"25783.0572273902"|"25783.0877578139"|50521|NULL
50522|"Okanagan dry forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"|"53496.2184498967"|"53495.8198887183"|50522|NULL
50523|"Piney Woods forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"|"140797.40101371"|"140797.580212827"|50523|NULL
50524|"Puget lowland forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"|"22007.4372458323"|"22010.5345640429"|50524|NULL
50525|"Queen Charlotte Islands"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"|"9810.63965183013"|"9811.13113326644"|50525|NULL
50526|"Sierra Juarez and San Pedro Martir pine-oak forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"|"4001.95700588981"|"4001.92278122628"|50526|NULL
50527|"Sierra Nevada forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"|"52871.5649871541"|"52871.5935996418"|50527|NULL
50528|"South Central Rockies forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"|"159693.611259186"|"159692.994173125"|50528|NULL
50529|"Southeastern conifer forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"|"235609.346022802"|"235609.369628539"|50529|NULL
50530|"Wasatch and Uinta montane forests"|5|"Temperate Conifer Forests"|5|"Nearctic"|"teow"|"41508.5295186535"|"41508.5332594873"|50530|NULL
50601|"Alaska Peninsula montane taiga"|6|"Boreal Forests/Taiga"|5|"Nearctic"|"teow"|"47461.6161358099"|"47460.5710471462"|50601|NULL
50602|"Central Canadian Shield forests"|6|"Boreal Forests/Taiga"|5|"Nearctic"|"teow"|"463345.321475157"|"463345.139569099"|50602|NULL
50603|"Cook Inlet taiga"|6|"Boreal Forests/Taiga"|5|"Nearctic"|"teow"|"27951.5709434481"|"27951.9449956197"|50603|NULL
50604|"Copper Plateau taiga"|6|"Boreal Forests/Taiga"|5|"Nearctic"|"teow"|"17275.0944907537"|"17275.1353328215"|50604|NULL
50605|"Eastern Canadian forests"|6|"Boreal Forests/Taiga"|5|"Nearctic"|"teow"|"485546.167842833"|"485555.476767457"|50605|NULL
50606|"Eastern Canadian Shield taiga"|6|"Boreal Forests/Taiga"|5|"Nearctic"|"teow"|"756247.938730929"|"756249.043616883"|50606|NULL
50607|"Interior Alaska-Yukon lowland taiga"|6|"Boreal Forests/Taiga"|5|"Nearctic"|"teow"|"446230.013785992"|"446231.859499159"|50607|NULL
50608|"Mid-Continental Canadian forests"|6|"Boreal Forests/Taiga"|5|"Nearctic"|"teow"|"369628.407429922"|"369628.508069395"|50608|NULL
50609|"Midwestern Canadian Shield forests"|6|"Boreal Forests/Taiga"|5|"Nearctic"|"teow"|"548394.250456538"|"548394.375150293"|50609|NULL
50610|"Muskwa-Slave Lake forests"|6|"Boreal Forests/Taiga"|5|"Nearctic"|"teow"|"263805.376476662"|"263805.412399731"|50610|NULL
50611|"Newfoundland Highland forests"|6|"Boreal Forests/Taiga"|5|"Nearctic"|"teow"|"16342.0821406503"|"16342.0995665234"|50611|NULL
50612|"Northern Canadian Shield taiga"|6|"Boreal Forests/Taiga"|5|"Nearctic"|"teow"|"617318.699434561"|"617318.809217632"|50612|NULL
50613|"Northern Cordillera forests"|6|"Boreal Forests/Taiga"|5|"Nearctic"|"teow"|"264233.890259898"|"264233.980532525"|50613|NULL
50614|"Northwest Territories taiga"|6|"Boreal Forests/Taiga"|5|"Nearctic"|"teow"|"348142.037758927"|"348142.019854602"|50614|NULL
50615|"South Avalon-Burin oceanic barrens"|6|"Boreal Forests/Taiga"|5|"Nearctic"|"teow"|"1950.32659274393"|"1950.29424523019"|50615|NULL
50616|"Southern Hudson Bay taiga"|6|"Boreal Forests/Taiga"|5|"Nearctic"|"teow"|"374313.929044065"|"374314.154847073"|50616|NULL
50617|"Yukon Interior dry forests"|6|"Boreal Forests/Taiga"|5|"Nearctic"|"teow"|"62742.2183551925"|"62742.2077243588"|50617|NULL
50701|"Western Gulf coastal grasslands"|7|"Tropical & Subtropical Grasslands, Savannas & Shrublands"|5|"Nearctic"|"teow"|"77374.3845829314"|"77374.3312765373"|50701|NULL
50801|"California Central Valley grasslands"|8|"Temperate Grasslands, Savannas & Shrublands"|5|"Nearctic"|"teow"|"55090.8942258547"|"55086.310451834"|50801|NULL
50802|"Canadian Aspen forests and parklands"|8|"Temperate Grasslands, Savannas & Shrublands"|5|"Nearctic"|"teow"|"399038.361185146"|"399038.778683142"|50802|NULL
50803|"Central and Southern mixed grasslands"|8|"Temperate Grasslands, Savannas & Shrublands"|5|"Nearctic"|"teow"|"282267.423502097"|"282267.478491248"|50803|NULL
50804|"Central forest-grasslands transition"|8|"Temperate Grasslands, Savannas & Shrublands"|5|"Nearctic"|"teow"|"407235.628776143"|"407235.584764542"|50804|NULL
50805|"Central tall grasslands"|8|"Temperate Grasslands, Savannas & Shrublands"|5|"Nearctic"|"teow"|"248865.336566467"|"248866.679005354"|50805|NULL
50806|"Edwards Plateau savanna"|8|"Temperate Grasslands, Savannas & Shrublands"|5|"Nearctic"|"teow"|"61733.6941521063"|"61733.6448208399"|50806|NULL
50807|"Flint Hills tall grasslands"|8|"Temperate Grasslands, Savannas & Shrublands"|5|"Nearctic"|"teow"|"29632.2747484212"|"29632.1301201499"|50807|NULL
50808|"Montana Valley and Foothill grasslands"|8|"Temperate Grasslands, Savannas & Shrublands"|5|"Nearctic"|"teow"|"81929.0730740932"|"81929.1084120202"|50808|NULL
50809|"Nebraska Sand Hills mixed grasslands"|8|"Temperate Grasslands, Savannas & Shrublands"|5|"Nearctic"|"teow"|"61212.4010054271"|"61212.4936209879"|50809|NULL
50810|"Northern mixed grasslands"|8|"Temperate Grasslands, Savannas & Shrublands"|5|"Nearctic"|"teow"|"219615.433820436"|"219614.64247757"|50810|NULL
50811|"Northern short grasslands"|8|"Temperate Grasslands, Savannas & Shrublands"|5|"Nearctic"|"teow"|"640108.514498656"|"640108.592211622"|50811|NULL
50812|"Northern tall grasslands"|8|"Temperate Grasslands, Savannas & Shrublands"|5|"Nearctic"|"teow"|"76259.4462405563"|"76259.3224372058"|50812|NULL
50813|"Palouse grasslands"|8|"Temperate Grasslands, Savannas & Shrublands"|5|"Nearctic"|"teow"|"46992.7238459418"|"46992.7950817049"|50813|NULL
50814|"Texas blackland prairies"|8|"Temperate Grasslands, Savannas & Shrublands"|5|"Nearctic"|"teow"|"50214.7973042352"|"50214.7211092644"|50814|NULL
50815|"Western short grasslands"|8|"Temperate Grasslands, Savannas & Shrublands"|5|"Nearctic"|"teow"|"435312.90819149"|"435312.950482184"|50815|NULL
51101|"Alaska-St. Elias Range tundra"|11|"Tundra"|5|"Nearctic"|"teow"|"152679.216750432"|"152679.444718873"|51101|NULL
51102|"Aleutian Islands tundra"|11|"Tundra"|5|"Nearctic"|"teow"|"11344.4169411347"|"11346.9678638005"|51102|NULL
51103|"Arctic coastal tundra"|11|"Tundra"|5|"Nearctic"|"teow"|"97927.7103103172"|"97936.6553384729"|51103|NULL
51104|"Arctic foothills tundra"|11|"Tundra"|5|"Nearctic"|"teow"|"129907.665303787"|"129904.690197025"|51104|NULL
51105|"Baffin coastal tundra"|11|"Tundra"|5|"Nearctic"|"teow"|"8931.39356279007"|"8931.41185593538"|51105|NULL
51106|"Beringia lowland tundra"|11|"Tundra"|5|"Nearctic"|"teow"|"150212.390812836"|"150213.596056752"|51106|NULL
51107|"Beringia upland tundra"|11|"Tundra"|5|"Nearctic"|"teow"|"97817.6116774636"|"97816.6170209664"|51107|NULL
51108|"Brooks-British Range tundra"|11|"Tundra"|5|"Nearctic"|"teow"|"160641.57254902"|"160646.355522928"|51108|NULL
51109|"Davis Highlands tundra"|11|"Tundra"|5|"Nearctic"|"teow"|"87111.4711406203"|"87111.7537039782"|51109|NULL
51110|"High Arctic tundra"|11|"Tundra"|5|"Nearctic"|"teow"|"461769.252734827"|"461769.526871838"|51110|NULL
51111|"Interior Yukon-Alaska alpine tundra"|11|"Tundra"|5|"Nearctic"|"teow"|"234142.157631161"|"234133.341125818"|51111|NULL
51112|"Kalaallit Nunaat high arctic tundra"|11|"Tundra"|5|"Nearctic"|"teow"|"289119.955152902"|"289126.9605077"|51112|NULL
51113|"Kalaallit Nunaat low arctic tundra"|11|"Tundra"|5|"Nearctic"|"teow"|"163526.410629771"|"163520.657003195"|51113|NULL
51114|"Low Arctic tundra"|11|"Tundra"|5|"Nearctic"|"teow"|"799155.434521142"|"799154.00684082"|51114|NULL
51115|"Middle Arctic tundra"|11|"Tundra"|5|"Nearctic"|"teow"|"1031941.5961483"|"1031944.60294438"|51115|NULL
51116|"Ogilvie-MacKenzie alpine tundra"|11|"Tundra"|5|"Nearctic"|"teow"|"209805.723593785"|"209806.997952066"|51116|NULL
51117|"Pacific Coastal Mountain icefields and tundra"|11|"Tundra"|5|"Nearctic"|"teow"|"107114.63067222"|"107118.284712679"|51117|NULL
51118|"Torngat Mountain tundra"|11|"Tundra"|5|"Nearctic"|"teow"|"32077.0031277009"|"32076.000582462"|51118|NULL
51201|"California coastal sage and chaparral"|12|"Mediterranean Forests, Woodlands & Scrub"|5|"Nearctic"|"teow"|"35965.3670979116"|"35965.3713712892"|51201|NULL
51202|"California interior chaparral and woodlands"|12|"Mediterranean Forests, Woodlands & Scrub"|5|"Nearctic"|"teow"|"64465.1152383269"|"64469.5139846864"|51202|NULL
51203|"California montane chaparral and woodlands"|12|"Mediterranean Forests, Woodlands & Scrub"|5|"Nearctic"|"teow"|"20384.7632277109"|"20384.8222312386"|51203|NULL
51301|"Baja California desert"|13|"Deserts & Xeric Shrublands"|5|"Nearctic"|"teow"|"77316.1589020273"|"77316.1230329198"|51301|NULL
51302|"Central Mexican matorral"|13|"Deserts & Xeric Shrublands"|5|"Nearctic"|"teow"|"59194.8300747776"|"59194.6813821891"|51302|NULL
51303|"Chihuahuan desert"|13|"Deserts & Xeric Shrublands"|5|"Nearctic"|"teow"|"508891.618818035"|"508891.772211411"|51303|NULL
51304|"Colorado Plateau shrublands"|13|"Deserts & Xeric Shrublands"|5|"Nearctic"|"teow"|"326501.006003894"|"326500.990019883"|51304|NULL
51305|"Great Basin shrub steppe"|13|"Deserts & Xeric Shrublands"|5|"Nearctic"|"teow"|"336212.323501132"|"336212.434804399"|51305|NULL
51306|"Gulf of California xeric scrub"|13|"Deserts & Xeric Shrublands"|5|"Nearctic"|"teow"|"23177.2225338514"|"23177.004325835"|51306|NULL
51307|"Meseta Central matorral"|13|"Deserts & Xeric Shrublands"|5|"Nearctic"|"teow"|"124975.134856452"|"124974.819011983"|51307|NULL
51308|"Mojave desert"|13|"Deserts & Xeric Shrublands"|5|"Nearctic"|"teow"|"130647.029143929"|"130647.17437291"|51308|NULL
